"pokemon_id","pokemon_number","pokemon_name","german_name","generation","status","pokemon_type","height_m","weight_kg","ability","total_points","hp","attack","defense","sp_attack","sp_defense","speed","growth_rate","egg_type","egg_cycles","against_normal","against_fire","against_water","against_electric","against_grass","against_ice","against_fight","against_poison","against_ground","against_flying","against_psychic","against_bug","against_rock","against_ghost","agains_dragon","against_dark","against_steel","against_fairy"
119,89,"Alolan Muk","Sleimok",1,"Normal","Poison",1,52,"Poison Touch",500,105,105,75,65,100,50,"Medium Fast","Amorphous",20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
120,90,"Shellder","Muschas",1,"Normal","Water",0.3,4,"Shell Armor",305,30,65,100,45,25,40,"Slow","Water 3",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
121,91,"Cloyster","Austos",1,"Normal","Water",1.5,132.5,"Shell Armor",525,50,95,180,85,45,70,"Slow","Water 3",20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
122,92,"Gastly","Nebulak",1,"Normal","Ghost",1.3,0.1,"Levitate",310,30,35,30,100,35,80,"Medium Slow","Amorphous",20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
123,93,"Haunter","Alpollo",1,"Normal","Ghost",1.6,0.1,"Levitate",405,45,50,45,115,55,95,"Medium Slow","Amorphous",20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
124,94,"Gengar","Gengar",1,"Normal","Ghost",1.5,40.5,"Cursed Body",500,60,65,60,130,75,110,"Medium Slow","Amorphous",20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
125,94,"Mega Gengar","Gengar",1,"Normal","Ghost",1.4,40.5,"Shadow Tag",600,60,65,80,170,95,130,"Medium Slow","Amorphous",20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
126,95,"Onix","Onix",1,"Normal","Rock",8.8,210,"Rock Head",385,35,45,160,30,45,70,"Medium Fast","Mineral",25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
127,96,"Drowzee","Traumato",1,"Normal","Psychic",1,32.4,"Insomnia",328,60,48,45,43,90,42,"Medium Fast","Human-Like",20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
128,97,"Hypno","Hypno",1,"Normal","Psychic",1.6,75.6,"Insomnia",483,85,73,70,73,115,67,"Medium Fast","Human-Like",20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
129,98,"Krabby","Krabby",1,"Normal","Water",0.4,6.5,"Hyper Cutter",325,30,105,90,25,25,50,"Medium Fast","Water 3",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
130,99,"Kingler","Kingler",1,"Normal","Water",1.3,60,"Hyper Cutter",475,55,130,115,50,50,75,"Medium Fast","Water 3",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
131,100,"Voltorb","Voltobal",1,"Normal","Electric",0.5,10.4,"Soundproof",330,40,30,50,55,55,100,"Medium Fast","Mineral",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
132,101,"Electrode","Lektrobal",1,"Normal","Electric",1.2,66.6,"Soundproof",490,60,50,70,80,80,150,"Medium Fast","Mineral",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
133,102,"Exeggcute","Owei",1,"Normal","Grass",0.4,2.5,"Chlorophyll",325,60,40,80,60,45,40,"Slow","Grass",20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
134,103,"Exeggutor","Kokowei",1,"Normal","Grass",2,120,"Chlorophyll",530,95,95,85,125,75,55,"Slow","Grass",20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
135,103,"Alolan Exeggutor","Kokowei",1,"Normal","Grass",10.9,415.6,"Frisk",530,95,105,85,125,75,45,"Slow","Grass",20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
136,104,"Cubone","Tragosso",1,"Normal","Ground",0.4,6.5,"Rock Head",320,50,50,95,40,50,35,"Medium Fast","Monster",20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
137,105,"Marowak","Knogga",1,"Normal","Ground",1,45,"Rock Head",425,60,80,110,50,80,45,"Medium Fast","Monster",20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
138,105,"Alolan Marowak","Knogga",1,"Normal","Fire",1,34,"Cursed Body",425,60,80,110,50,80,45,"Medium Fast","Monster",20,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
139,106,"Hitmonlee","Kicklee",1,"Normal","Fighting",1.5,49.8,"Limber",455,50,120,53,35,110,87,"Medium Fast","Human-Like",25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
140,107,"Hitmonchan","Nockchan",1,"Normal","Fighting",1.4,50.2,"Keen Eye",455,50,105,79,35,110,76,"Medium Fast","Human-Like",25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
141,108,"Lickitung","Schlurp",1,"Normal","Normal",1.2,65.5,"Own Tempo",385,90,55,75,60,75,30,"Medium Fast","Monster",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
142,109,"Koffing","Smogon",1,"Normal","Poison",0.6,1,"Levitate",340,40,65,95,60,45,35,"Medium Fast","Amorphous",20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
143,110,"Weezing","Smogmog",1,"Normal","Poison",1.2,9.5,"Levitate",490,65,90,120,85,70,60,"Medium Fast","Amorphous",20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
144,110,"Galarian Weezing","Smogmog",1,"Normal","Poison",3,16,"Levitate",490,65,90,120,85,70,60,"Medium Fast","Amorphous",20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
145,111,"Rhyhorn","Rihorn",1,"Normal","Ground",1,115,"Lightning Rod",345,80,85,95,30,30,25,"Slow","Field",20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
146,112,"Rhydon","Rizeros",1,"Normal","Ground",1.9,120,"Lightning Rod",485,105,130,120,45,45,40,"Slow","Field",20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
147,113,"Chansey","Chaneira",1,"Normal","Normal",1.1,34.6,"Natural Cure",450,250,5,5,35,105,50,"Fast","Fairy",40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
148,114,"Tangela","Tangela",1,"Normal","Grass",1,35,"Chlorophyll",435,65,55,115,100,40,60,"Medium Fast","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
149,115,"Kangaskhan","Kangama",1,"Normal","Normal",2.2,80,"Early Bird",490,105,95,80,40,80,90,"Medium Fast","Monster",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
150,115,"Mega Kangaskhan","Kangama",1,"Normal","Normal",2.2,100,"Parental Bond",590,105,125,100,60,100,100,"Medium Fast","Monster",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
151,116,"Horsea","Seeper",1,"Normal","Water",0.4,8,"Swift Swim",295,30,40,70,70,25,60,"Medium Fast","Dragon",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
152,117,"Seadra","Seemon",1,"Normal","Water",1.2,25,"Poison Point",440,55,65,95,95,45,85,"Medium Fast","Dragon",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
153,118,"Goldeen","Goldini",1,"Normal","Water",0.6,15,"Swift Swim",320,45,67,60,35,50,63,"Medium Fast","Water 2",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
154,119,"Seaking","Golking",1,"Normal","Water",1.3,39,"Swift Swim",450,80,92,65,65,80,68,"Medium Fast","Water 2",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
155,120,"Staryu","Sterndu",1,"Normal","Water",0.8,34.5,"Illuminate",340,30,45,55,70,55,85,"Slow","Water 3",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
156,121,"Starmie","Starmie",1,"Normal","Water",1.1,80,"Illuminate",520,60,75,85,100,85,115,"Slow","Water 3",20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
157,122,"Mr. Mime","Pantimos",1,"Normal","Psychic",1.3,54.5,"Soundproof",460,40,45,65,100,120,90,"Medium Fast","Human-Like",25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
158,122,"Galarian Mr. Mime","Pantimos",1,"Normal","Psychic",1.4,56.8,"Vital Spirit",460,50,65,65,90,90,100,"Medium Fast","Human-Like",25,1,1,1,1,1,1,0.25,1.5,1,1,0.5,1,1,1.5,0,1,1.5,1
159,123,"Scyther","Sichlor",1,"Normal","Bug",1.5,56,"Swarm",500,70,110,80,55,80,105,"Medium Fast","Bug",25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
160,124,"Jynx","Rossana",1,"Normal","Ice",1.4,40.6,"Oblivious",455,65,50,35,115,95,95,"Medium Fast","Human-Like",25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
161,125,"Electabuzz","Elektek",1,"Normal","Electric",1.1,30,"Static",490,65,83,57,95,85,105,"Medium Fast","Human-Like",25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
162,126,"Magmar","Magmar",1,"Normal","Fire",1.3,44.5,"Flame Body",495,65,95,57,100,85,93,"Medium Fast","Human-Like",25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
163,127,"Pinsir","Pinsir",1,"Normal","Bug",1.5,55,"Hyper Cutter",500,65,125,100,55,70,85,"Slow","Bug",25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
164,127,"Mega Pinsir","Pinsir",1,"Normal","Bug",1.7,59,"Aerilate",600,65,155,120,65,90,105,"Slow","Bug",25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
165,128,"Tauros","Tauros",1,"Normal","Normal",1.4,88.4,"Intimidate",490,75,100,95,40,70,110,"Slow","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
166,129,"Magikarp","Karpador",1,"Normal","Water",0.9,10,"Swift Swim",200,20,10,55,15,20,80,"Slow","Dragon",5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
167,130,"Gyarados","Garados",1,"Normal","Water",6.5,235,"Intimidate",540,95,125,79,60,100,81,"Slow","Dragon",5,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
168,130,"Mega Gyarados","Garados",1,"Normal","Water",6.5,305,"Mold Breaker",640,95,155,109,70,130,81,"Slow","Dragon",5,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
169,131,"Lapras","Lapras",1,"Normal","Water",2.5,220,"Water Absorb",535,130,85,80,85,95,60,"Slow","Monster",40,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
170,132,"Ditto","Ditto",1,"Normal","Normal",0.3,4,"Limber",288,48,48,48,48,48,48,"Medium Fast","Ditto",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
171,133,"Eevee","Evoli",1,"Normal","Normal",0.3,6.5,"Run Away",325,55,55,50,45,65,55,"Medium Fast","Field",35,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
173,134,"Vaporeon","Aquana",1,"Normal","Water",1,29,"Water Absorb",525,130,65,60,110,95,65,"Medium Fast","Field",35,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
174,135,"Jolteon","Blitza",1,"Normal","Electric",0.8,24.5,"Volt Absorb",525,65,65,60,110,95,130,"Medium Fast","Field",35,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
175,136,"Flareon","Flamara",1,"Normal","Fire",0.9,25,"Flash Fire",525,65,130,60,95,110,65,"Medium Fast","Field",35,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
176,137,"Porygon","Porygon",1,"Normal","Normal",0.8,36.5,"Trace",395,65,60,70,85,75,40,"Medium Fast","Mineral",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
177,138,"Omanyte","Amonitas",1,"Normal","Rock",0.4,7.5,"Swift Swim",355,35,40,100,90,55,35,"Medium Fast","Water 1",30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
178,139,"Omastar","Amoroso",1,"Normal","Rock",1,35,"Swift Swim",495,70,60,125,115,70,55,"Medium Fast","Water 1",30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
179,140,"Kabuto","Kabuto",1,"Normal","Rock",0.5,11.5,"Swift Swim",355,30,80,90,55,45,55,"Medium Fast","Water 1",30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
180,141,"Kabutops","Kabutops",1,"Normal","Rock",1.3,40.5,"Swift Swim",495,60,115,105,65,70,80,"Medium Fast","Water 1",30,0.5,0.25,1,2,4,0.5,2,0.5,2,0.5,1,1,1,1,1,1,1,1
181,142,"Aerodactyl","Aerodactyl",1,"Normal","Rock",1.8,59,"Rock Head",515,80,105,65,60,75,130,"Slow","Flying",35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
182,142,"Mega Aerodactyl","Aerodactyl",1,"Normal","Rock",2.1,79,"Tough Claws",615,80,135,85,70,95,150,"Slow","Flying",35,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1
183,143,"Snorlax","Relaxo",1,"Normal","Normal",2.1,460,"Immunity",540,160,110,65,65,110,30,"Slow","Monster",40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
184,144,"Articuno","Arktos",1,"Sub Legendary","Ice",1.7,55.4,"Pressure",580,90,85,100,95,125,85,"Slow","Undiscovered",80,1,2,1,2,0.5,1,1,1,0,1,1,0.5,4,1,1,1,2,1
185,144,"Galarian Articuno","Arktos",8,"Sub Legendary","Psychic",1.7,50.9,"Competitive",580,90,85,85,125,100,95,"Slow","Undiscovered",120,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
186,145,"Zapdos","Zapdos",1,"Sub Legendary","Electric",1.6,52.6,"Pressure",580,90,90,85,125,90,100,"Slow","Undiscovered",80,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
187,145,"Galarian Zapdos","Zapdos",8,"Sub Legendary","Fighting",1.6,58.2,"Defiant",580,90,125,90,85,90,100,"Slow","Undiscovered",120,1,1,1,2,0.5,2,0.5,1,0,2,2,0.25,1,1,1,0.5,1,2
188,146,"Moltres","Lavados",1,"Sub Legendary","Fire",2,60,"Pressure",580,90,100,90,125,85,90,"Slow","Undiscovered",80,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5
189,146,"Galarian Moltres","Lavados",8,"Sub Legendary","Dark",2,66,"Berserk",580,90,85,90,100,125,90,"Slow","Undiscovered",120,1,1,1,2,0.5,2,1,1,0,1,0,1,2,0.5,1,0.5,1,2
190,147,"Dratini","Dratini",1,"Normal","Dragon",1.8,3.3,"Shed Skin",300,41,64,45,50,50,50,"Slow","Dragon",40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
191,148,"Dragonair","Dragonir",1,"Normal","Dragon",4,16.5,"Shed Skin",420,61,84,65,70,70,70,"Slow","Dragon",40,1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2
192,149,"Dragonite","Dragoran",1,"Normal","Dragon",2.2,210,"Inner Focus",600,91,134,95,100,100,80,"Slow","Dragon",40,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
193,150,"Mewtwo","Mewtu",1,"Legendary","Psychic",2,122,"Pressure",680,106,110,90,154,90,130,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
194,150,"Mega Mewtwo X","Mewtu",1,"Legendary","Psychic",2.3,127,"Steadfast",780,106,190,100,154,100,130,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
195,150,"Mega Mewtwo Y","Mewtu",1,"Legendary","Psychic",1.5,33,"Insomnia",780,106,150,70,194,120,140,"Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
196,151,"Mew","Mew",1,"Mythical","Psychic",0.4,4,"Synchronize",600,100,100,100,100,100,100,"Medium Slow","Undiscovered",120,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
197,152,"Chikorita","Endivie",2,"Normal","Grass",0.9,6.4,"Overgrow",318,45,49,65,49,65,45,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
198,153,"Bayleef","Lorblatt",2,"Normal","Grass",1.2,15.8,"Overgrow",405,60,62,80,63,80,60,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
199,154,"Meganium","Meganie",2,"Normal","Grass",1.8,100.5,"Overgrow",525,80,82,100,83,100,80,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
200,155,"Cyndaquil","Feurigel",2,"Normal","Fire",0.5,7.9,"Blaze",309,39,52,43,60,50,65,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
201,156,"Quilava","Igelavar",2,"Normal","Fire",0.9,19,"Blaze",405,58,64,58,80,65,80,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
202,157,"Typhlosion","Tornupto",2,"Normal","Fire",1.7,79.5,"Blaze",534,78,84,78,109,85,100,"Medium Slow","Field",20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
203,158,"Totodile","Karnimani",2,"Normal","Water",0.6,9.5,"Torrent",314,50,65,64,44,48,43,"Medium Slow","Monster",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
204,159,"Croconaw","Tyracroc",2,"Normal","Water",1.1,25,"Torrent",405,65,80,80,59,63,58,"Medium Slow","Monster",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
205,160,"Feraligatr","Impergator",2,"Normal","Water",2.3,88.8,"Torrent",530,85,105,100,79,83,78,"Medium Slow","Monster",20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
206,161,"Sentret","Wiesor",2,"Normal","Normal",0.8,6,"Run Away",215,35,46,34,35,45,20,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
207,162,"Furret","Wiesenior",2,"Normal","Normal",1.8,32.5,"Run Away",415,85,76,64,45,55,90,"Medium Fast","Field",15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
208,163,"Hoothoot","Hoothoot",2,"Normal","Normal",0.7,21.2,"Insomnia",262,60,30,30,36,56,50,"Medium Fast","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
209,164,"Noctowl","Noctuh",2,"Normal","Normal",1.6,40.8,"Insomnia",452,100,50,50,86,96,70,"Medium Fast","Flying",15,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
210,165,"Ledyba","Ledyba",2,"Normal","Bug",1,10.8,"Swarm",265,40,20,30,40,80,55,"Fast","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
211,166,"Ledian","Ledian",2,"Normal","Bug",1.4,35.6,"Swarm",390,55,35,50,55,110,85,"Fast","Bug",15,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
212,167,"Spinarak","Webarak",2,"Normal","Bug",0.5,8.5,"Swarm",250,40,60,40,40,40,30,"Fast","Bug",15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
213,168,"Ariados","Ariados",2,"Normal","Bug",1.1,33.5,"Swarm",400,70,90,70,60,70,40,"Fast","Bug",15,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5
214,169,"Crobat","Iksbat",2,"Normal","Poison",1.8,75,"Inner Focus",535,85,90,80,70,80,130,"Medium Fast","Flying",15,1,1,1,2,0.25,2,0.25,0.5,0,1,2,0.25,2,1,1,1,1,0.5
215,170,"Chinchou","Lampi",2,"Normal","Water",0.5,12,"Volt Absorb",330,75,38,38,56,56,67,"Slow","Water 2",20,1,0.5,0.5,0,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
216,171,"Lanturn","Lanturn",2,"Normal","Water",1.2,22.5,"Volt Absorb",460,125,58,58,76,76,67,"Slow","Water 2",20,1,0.5,0.5,0,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
217,172,"Pichu","Pichu",2,"Normal","Electric",0.3,2,"Static",205,20,40,15,35,35,60,"Medium Fast","Undiscovered",10,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
218,173,"Cleffa","Pii",2,"Normal","Fairy",0.3,3,"Cute Charm",218,50,25,28,45,55,15,"Fast","Undiscovered",10,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
219,174,"Igglybuff","Fluffeluff",2,"Normal","Normal",0.3,1,"Cute Charm",210,90,30,15,40,20,15,"Fast","Undiscovered",10,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
220,175,"Togepi","Togepi",2,"Normal","Fairy",0.3,1.5,"Hustle",245,35,20,65,40,65,20,"Fast","Undiscovered",10,1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1
221,176,"Togetic","Togetic",2,"Normal","Fairy",0.6,3.2,"Hustle",405,55,40,85,80,105,40,"Fast","Fairy",10,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
222,177,"Natu","Natu",2,"Normal","Psychic",0.2,2,"Synchronize",320,40,50,45,70,45,70,"Medium Fast","Flying",20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
223,178,"Xatu","Xatu",2,"Normal","Psychic",1.5,15,"Synchronize",470,65,75,70,95,70,95,"Medium Fast","Flying",20,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
224,179,"Mareep","Voltilamm",2,"Normal","Electric",0.6,7.8,"Static",280,55,40,40,65,45,35,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
225,180,"Flaaffy","Waaty",2,"Normal","Electric",0.8,13.3,"Static",365,70,55,55,80,60,45,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
226,181,"Ampharos","Ampharos",2,"Normal","Electric",1.4,61.5,"Static",510,90,75,85,115,90,55,"Medium Slow","Field",20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
227,181,"Mega Ampharos","Ampharos",2,"Normal","Electric",1.4,61.5,"Mold Breaker",610,90,95,105,165,110,45,"Medium Slow","Field",20,1,0.5,0.5,0.25,0.5,2,1,1,2,0.5,1,1,1,1,2,1,0.5,2
228,182,"Bellossom","Blubella",2,"Normal","Grass",0.4,5.8,"Chlorophyll",490,75,80,95,90,100,50,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
229,183,"Marill","Marill",2,"Normal","Water",0.4,8.5,"Thick Fat",250,70,20,50,20,50,40,"Fast","Fairy",10,1,0.25,0.5,2,2,0.25,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
230,184,"Azumarill","Azumarill",2,"Normal","Water",0.8,28.5,"Thick Fat",420,100,50,80,60,80,50,"Fast","Fairy",10,1,0.25,0.5,2,2,0.25,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1
231,185,"Sudowoodo","Mogelbaum",2,"Normal","Rock",1.2,38,"Sturdy",410,70,100,115,30,65,30,"Medium Fast","Mineral",20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
232,186,"Politoed","Quaxo",2,"Normal","Water",1.1,33.9,"Water Absorb",500,90,75,75,90,100,70,"Medium Slow","Water 1",20,1,0.5,0,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
233,187,"Hoppip","Hoppspross",2,"Normal","Grass",0.4,0.5,"Chlorophyll",250,35,35,40,35,55,50,"Medium Slow","Fairy",20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
234,188,"Skiploom","Hubelupf",2,"Normal","Grass",0.6,1,"Chlorophyll",340,55,45,50,45,65,80,"Medium Slow","Fairy",20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
235,189,"Jumpluff","Papungha",2,"Normal","Grass",0.8,3,"Chlorophyll",460,75,55,70,55,95,110,"Medium Slow","Fairy",20,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
236,190,"Aipom","Griffel",2,"Normal","Normal",0.8,11.5,"Run Away",360,55,70,55,40,55,85,"Fast","Field",20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
237,191,"Sunkern","Sonnkern",2,"Normal","Grass",0.3,1.8,"Chlorophyll",180,30,30,30,30,30,30,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
238,192,"Sunflora","Sonnflora",2,"Normal","Grass",0.8,8.5,"Chlorophyll",425,75,75,55,105,85,30,"Medium Slow","Grass",20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
239,193,"Yanma","Yanma",2,"Normal","Bug",1.2,38,"Speed Boost",390,65,65,45,75,45,95,"Medium Fast","Bug",20,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
240,194,"Wooper","Felino",2,"Normal","Water",0.4,8.5,"Damp",210,55,45,45,25,25,15,"Medium Fast","Field",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
241,195,"Quagsire","Morlord",2,"Normal","Water",1.4,75,"Damp",430,95,85,85,65,65,35,"Medium Fast","Field",20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
